stage,family,rank_ratio,epoch,checkpoint,source_checkpoint,teacher_checkpoint,params,model_size_mb,checkpoint_mb,latency_ms,top1_accuracy,train_loss,kd_loss,ce_loss,lr,temperature,hard_target_weight,saved_checkpoint
teacher_baseline,baseline,1.0000,0,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,,,5410084,20.6378,20.6915,2.0602,63.6100,,,,,,,False
pre_recovery,act_svd,0.5000,0,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6616,3.0009,59.0000,,,,,2.0000,0.0000,False
recovery_epoch,act_svd,0.5000,1,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,3.4236,60.5000,0.2930,0.2930,1.2646,0.0003,2.0000,0.0000,True
recovery_epoch,act_svd,0.5000,2,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,3.4963,60.9500,0.2618,0.2618,1.1846,0.0003,2.0000,0.0000,True
recovery_epoch,act_svd,0.5000,3,,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,,4.2248,60.8400,0.2496,0.2496,1.1627,0.0003,2.0000,0.0000,False
recovery_epoch,act_svd,0.5000,4,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,3.3982,61.1100,0.2402,0.2402,1.1414,0.0003,2.0000,0.0000,True
recovery_epoch,act_svd,0.5000,5,,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,,3.4708,60.3800,0.2314,0.2314,1.1166,0.0003,2.0000,0.0000,False
recovery_epoch,act_svd,0.5000,6,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,4.3573,61.1900,0.2231,0.2231,1.0938,0.0002,2.0000,0.0000,True
recovery_epoch,act_svd,0.5000,7,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,7.0094,61.3500,0.2150,0.2150,1.0787,0.0002,2.0000,0.0000,True
recovery_epoch,act_svd,0.5000,8,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,4.6703,61.7500,0.2075,0.2075,1.0643,0.0002,2.0000,0.0000,True
recovery_epoch,act_svd,0.5000,9,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,6.5635,62.1100,0.2000,0.2000,1.0426,0.0001,2.0000,0.0000,True
recovery_epoch,act_svd,0.5000,10,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,4.7756,62.2400,0.1937,0.1937,1.0281,0.0001,2.0000,0.0000,True
recovery_epoch,act_svd,0.5000,11,,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,,6.7786,61.9600,0.1874,0.1874,1.0104,0.0001,2.0000,0.0000,False
recovery_epoch,act_svd,0.5000,12,,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,,3.8579,61.8300,0.1825,0.1825,1.0062,0.0001,2.0000,0.0000,False
recovery_epoch,act_svd,0.5000,13,,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,,4.9538,62.1300,0.1796,0.1796,0.9971,0.0000,2.0000,0.0000,False
recovery_epoch,act_svd,0.5000,14,,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,,3.1941,62.2300,0.1766,0.1766,0.9932,0.0000,2.0000,0.0000,False
recovery_epoch,act_svd,0.5000,15,checkpoints/act_svd_recovered/act_svd_rank_ratio_0p5_recovered.pth,checkpoints/act_svd/act_svd_rank_ratio_0p5.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,4078380,15.5578,15.6471,3.3049,62.3200,0.1752,0.1752,0.9904,0.0000,2.0000,0.0000,True
