stage,family,rank_ratio,epoch,checkpoint,source_checkpoint,teacher_checkpoint,params,model_size_mb,checkpoint_mb,latency_ms,top1_accuracy,train_loss,kd_loss,ce_loss,lr,temperature,hard_target_weight,saved_checkpoint
teacher_baseline,baseline,1.0000,0,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,,,5410084,20.6378,20.6915,2.2111,63.6100,,,,,,,False
pre_recovery,hybrid_tucker,0.1250,0,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2567,3.0760,1.8300,,,,,2.0000,0.0000,False
recovery_epoch,hybrid_tucker,0.1250,1,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,10.7137,16.5200,1.4232,1.4232,3.6151,0.0003,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,2,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,5.1148,21.7200,1.2589,1.2589,3.2559,0.0003,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,3,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,5.4346,25.8200,1.1978,1.1978,3.1100,0.0003,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,4,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,3.6104,28.2800,1.1606,1.1606,3.0078,0.0003,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,5,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,9.5483,32.0700,1.1322,1.1322,2.9326,0.0003,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,6,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,7.4735,33.5400,1.1120,1.1120,2.8657,0.0002,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,7,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,6.9139,33.8800,1.0935,1.0935,2.8208,0.0002,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,8,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,10.4494,36.5600,1.0755,1.0755,2.7717,0.0002,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,9,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,3.4465,37.4200,1.0628,1.0628,2.7377,0.0001,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,10,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,3.4269,38.6700,1.0496,1.0496,2.6977,0.0001,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,11,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,8.9975,38.8000,1.0417,1.0417,2.6678,0.0001,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,12,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,3.4325,39.3100,1.0327,1.0327,2.6453,0.0001,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,13,checkpoints/hybrid_tensorly_recovered/hybrid_tensorly_rank_ratio_0p125_recovered.pth,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,3.2489,3.5930,39.5700,1.0238,1.0238,2.6341,0.0000,2.0000,0.0000,True
recovery_epoch,hybrid_tucker,0.1250,14,,checkpoints/hybrid_tensorly/hybrid_tensorly_rank_ratio_0p125.pth,/home/hipra/projects/lightvit/checkpoints/baseline_fp32.pth,831808,3.1731,,3.6474,39.5300,1.0224,1.0224,2.6250,0.0000,2.0000,0.0000,False
